id,name,sex,age,height,weight,year,season,sport,event,medal,country
925,Adenzia Aparecida Ferreira da Silva,F,25,187,65,2012,Summer,Volleyball,Volleyball Women's Volleyball,Gold,Brazil
956,"Richard ""Richy""  Adjei",M,27,190,110,2010,Winter,Bobsleigh,Bobsleigh Men's Two,Silver,Germany
980,"Rebecca ""Becky"" Adlington",F,19,179,70,2008,Summer,Swimming,Swimming Women's 400 metres Freestyle,Gold,UK
980,"Rebecca ""Becky"" Adlington",F,19,179,70,2008,Summer,Swimming,Swimming Women's 800 metres Freestyle,Gold,UK
980,"Rebecca ""Becky"" Adlington",F,23,179,70,2012,Summer,Swimming,Swimming Women's 400 metres Freestyle,Bronze,UK
980,"Rebecca ""Becky"" Adlington",F,23,179,70,2012,Summer,Swimming,Swimming Women's 800 metres Freestyle,Bronze,UK
1017,Nathan Ghar-Jun Adrian,M,19,198,100,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA
1017,Nathan Ghar-Jun Adrian,M,23,198,100,2012,Summer,Swimming,Swimming Men's 100 metres Freestyle,Gold,USA
1017,Nathan Ghar-Jun Adrian,M,23,198,100,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,USA
1017,Nathan Ghar-Jun Adrian,M,23,198,100,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
1017,Nathan Ghar-Jun Adrian,M,27,198,100,2016,Summer,Swimming,Swimming Men's 50 metres Freestyle,Bronze,USA
1017,Nathan Ghar-Jun Adrian,M,27,198,100,2016,Summer,Swimming,Swimming Men's 100 metres Freestyle,Bronze,USA
1017,Nathan Ghar-Jun Adrian,M,27,198,100,2016,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,USA
1017,Nathan Ghar-Jun Adrian,M,27,198,100,2016,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
1020,Adriana Aparecida dos Santos,F,29,180,61,2000,Summer,Basketball,Basketball Women's Basketball,Bronze,Brazil
1023,"Adriana ""Adrianinha"" Moiss Pinto",F,21,170,65,2000,Summer,Basketball,Basketball Women's Basketball,Bronze,Brazil
1071,Kseniya Dmitriyevna Afanasyeva,F,20,158,48,2012,Summer,Gymnastics,Gymnastics Women's Team All-Around,Silver,Russia
1085,Maksim Sergeyevich Afinogenov,M,22,183,88,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Russia
1095,Cecil Sebastian Afrika,M,28,175,75,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,South Africa
1107,"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27,193,104,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,South Africa
1114,Luca Agamennoni,M,24,187,93,2004,Summer,Rowing,Rowing Men's Coxless Fours,Bronze,Italy
1114,Luca Agamennoni,M,27,187,93,2008,Summer,Rowing,Rowing Men's Quadruple Sculls,Silver,Italy
1131,Clarisse Agbegnenou,F,23,164,66,2016,Summer,Judo,Judo Women's Half-Middleweight,Silver,France
1169,Marilyn Agliotti,F,29,172,58,2008,Summer,Hockey,Hockey Women's Hockey,Gold,Netherlands
1169,Marilyn Agliotti,F,33,172,58,2012,Summer,Hockey,Hockey Women's Hockey,Gold,Netherlands
1173,Yannick Agnel,M,20,202,90,2012,Summer,Swimming,Swimming Men's 200 metres Freestyle,Gold,France
1173,Yannick Agnel,M,20,202,90,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,France
1173,Yannick Agnel,M,20,202,90,2012,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,France
1181,Meghan Christina Agosta (-Marciano),F,18,168,67,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
1181,Meghan Christina Agosta (-Marciano),F,23,168,67,2010,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
1181,Meghan Christina Agosta (-Marciano),F,26,168,67,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada
1188,"Benjamin Alexandro ""Ben"" Agosto",M,24,178,75,2006,Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,USA
1220,Sergio Leonel Agero del Castillo,M,20,172,74,2008,Summer,Football,Football Men's Football,Gold,Argentina
1221,"Taismary ""Tai"" Agero Leiva (-Botteghi)",F,23,175,70,2000,Summer,Volleyball,Volleyball Women's Volleyball,Gold,Cuba
1254,Macarena Aguilar Daz,F,27,170,67,2012,Summer,Handball,Handball Women's Handball,Bronze,Spain
1262,Sandra Aguilar Navarro,F,23,167,50,2016,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,Spain
1313,Robyn Mokihana Ah Mow-Santos,F,32,172,67,2008,Summer,Volleyball,Volleyball Women's Volleyball,Silver,USA
1340,Annica Gunilla hln,F,27,177,75,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Sweden
1356,Christian Ahlmann,M,29,189,80,2004,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,Germany
1356,Christian Ahlmann,M,41,189,80,2016,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,Germany
1379,Jrg Ahmann,M,34,190,88,2000,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,Germany
1435,Janne Petteri Ahonen,M,24,184,66,2002,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,Finland
1435,Janne Petteri Ahonen,M,28,184,66,2006,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Silver,Finland
1444,"Christian ""Chris"" Ahrens",M,28,195,97,2004,Summer,Rowing,Rowing Men's Coxed Eights,Gold,USA
1466,Matteo Aicardi,M,26,192,102,2012,Summer,Water Polo,Water Polo Men's Water Polo,Silver,Italy
1466,Matteo Aicardi,M,30,192,102,2016,Summer,Water Polo,Water Polo Men's Water Polo,Bronze,Italy
1467,Mara Magdalena Aicega Amicarelli,F,26,165,60,2000,Summer,Hockey,Hockey Women's Hockey,Silver,Argentina
1467,Mara Magdalena Aicega Amicarelli,F,30,165,60,2004,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina
1467,Mara Magdalena Aicega Amicarelli,F,34,165,60,2008,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina
1478,Rosaria Aiello,F,27,172,74,2016,Summer,Water Polo,Water Polo Women's Water Polo,Silver,Italy
1481,Hannes Aigner,M,23,183,75,2012,Summer,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze,Germany
1487,Ryoji Aikawa,M,28,183,85,2004,Summer,Baseball,Baseball Men's Baseball,Bronze,Japan
1498,"Charles Benedict ""Ben"" Ainslie",M,23,183,90,2000,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold,UK
1498,"Charles Benedict ""Ben"" Ainslie",M,27,183,90,2004,Summer,Sailing,Sailing Men's One Person Dinghy,Gold,UK
1498,"Charles Benedict ""Ben"" Ainslie",M,31,183,90,2008,Summer,Sailing,Sailing Mixed One Person Dinghy,Gold,UK
1498,"Charles Benedict ""Ben"" Ainslie",M,35,183,90,2012,Summer,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold,UK
1500,Kurt Harold Ainsworth,M,22,187,84,2000,Summer,Baseball,Baseball Men's Baseball,Gold,USA
1534,Brett Aitken,M,29,173,65,2000,Summer,Cycling,Cycling Men's Madison,Gold,Australia
1540,Artur Surenovych Aivazian,M,35,177,88,2008,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold,Ukraine
1546,Eirini Andili,F,17,167,45,2000,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze,Greece
1551,"Oluwafemi ""Junior"" Ajayi",M,20,172,79,2016,Summer,Football,Football Men's Football,Bronze,Nigeria
1554,Omar Ajete Iglesias,M,35,175,93,2000,Summer,Baseball,Baseball Men's Baseball,Silver,Cuba
1556,"Ebenezer Oluwafemi ""Femi"" Ajilore",M,23,185,75,2008,Summer,Football,Football Men's Football,Silver,Nigeria
1561,Mobolade Abimbola Ajomale,M,20,180,62,2016,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Canada
1639,Albina Khamitovna Akhatova,F,25,160,55,2002,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze,Russia
1639,Albina Khamitovna Akhatova,F,29,160,55,2006,Winter,Biathlon,Biathlon Women's 10 kilometres Pursuit,Bronze,Russia
1639,Albina Khamitovna Akhatova,F,29,160,55,2006,Winter,Biathlon,Biathlon Women's 15 kilometres,Bronze,Russia
1639,Albina Khamitovna Akhatova,F,29,160,55,2006,Winter,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Gold,Russia
1649,Artur Kamilevich Akhmatkhuzin,M,28,187,79,2016,Summer,Fencing,"Fencing Men's Foil, Team",Gold,Russia
1650,Bakhtiyar Shakhabutdinovich Akhmedov,M,21,190,120,2008,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver,Russia
1682,Morolake Akinosun,F,22,163,61,2016,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,USA
1683,Foluke Antinuke Akinradewo,F,24,191,79,2012,Summer,Volleyball,Volleyball Women's Volleyball,Silver,USA
1683,Foluke Antinuke Akinradewo,F,28,191,79,2016,Summer,Volleyball,Volleyball Women's Volleyball,Bronze,USA
1698,Khadzhimurat Magomedovich Akkayev,M,19,178,105,2004,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,Russia
1698,Khadzhimurat Magomedovich Akkayev,M,23,178,105,2008,Summer,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,Russia
1700,Marina Dazmirovna Akobiya,F,25,165,57,2000,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Russia
1716,Daniel Akpeyi,M,30,187,80,2016,Summer,Football,Football Men's Football,Bronze,Nigeria
1730,Monica Aksamit,F,26,183,74,2016,Summer,Fencing,"Fencing Women's Sabre, Team",Bronze,USA
2210,Marina Alabau Neira,F,26,164,55,2012,Summer,Sailing,Sailing Women's Windsurfer,Gold,Spain
2306,Ruslan Vladimirovich Albegov,M,24,192,156,2012,Summer,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,Russia
2307,David Albelda Aliqus,M,23,182,75,2000,Summer,Football,Football Men's Football,Silver,Spain
2342,Nely Carla Alberto Francisca,F,29,179,90,2012,Summer,Handball,Handball Women's Handball,Bronze,Spain
2359,Islam-Beka Said-Tsilimovich Albiyev,M,19,165,66,2008,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,Russia
2379,Brigitte Albrecht-Loretan,F,31,175,64,2002,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Switzerland
2458,David Alegre Biosca,M,23,184,75,2008,Summer,Hockey,Hockey Men's Hockey,Silver,Spain
2460,Ramn Alegre Biosca,M,27,171,71,2008,Summer,Hockey,Hockey Men's Hockey,Silver,Spain
2464,Jo Qesem Ayela Aleh,F,26,171,58,2012,Summer,Sailing,Sailing Women's Two Person Dinghy,Gold,New Zealand
2464,Jo Qesem Ayela Aleh,F,30,171,58,2016,Summer,Sailing,Sailing Women's Two Person Dinghy,Silver,New Zealand
2517,Milan Aleksi,M,26,193,96,2012,Summer,Water Polo,Water Polo Men's Water Polo,Bronze,Serbia
2517,Milan Aleksi,M,30,193,96,2016,Summer,Water Polo,Water Polo Men's Water Polo,Gold,Serbia
2546,Alessandra dos Santos de Oliveira,F,26,200,85,2000,Summer,Basketball,Basketball Women's Basketball,Bronze,Brazil
2559,Alex Sandro Lobo Silva,M,21,177,60,2012,Summer,Football,Football Men's Football,Silver,Brazil
2583,Buffy-Lynne Alexander-Williams,F,23,170,69,2000,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Canada
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,18,179,71,2008,Summer,Football,Football Men's Football,Bronze,Brazil
2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22,179,71,2012,Summer,Football,Football Men's Football,Silver,Brazil
2608,Yevgeny Vasilyevich Aleynikov,M,33,181,88,2000,Summer,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,Russia
2639,Hans Daniel Alfredsson,M,33,182,92,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Sweden
2639,Hans Daniel Alfredsson,M,41,182,92,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Sweden
2651,Sara Anneli Algotsson Ostholt,F,37,163,56,2012,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,Sweden
2695,Nia Sifaatihii Ali,F,27,170,65,2016,Summer,Athletics,Athletics Women's 100 metres Hurdles,Silver,USA
2735,Sergey Gennadyevich Alifirenko,M,41,168,72,2000,Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,Russia
2735,Sergey Gennadyevich Alifirenko,M,45,168,72,2004,Summer,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,Russia
2739,Mirko Alilovi,M,26,200,110,2012,Summer,Handball,Handball Men's Handball,Bronze,Croatia
2750,Aline Pellegrino,F,22,180,71,2004,Summer,Football,Football Women's Football,Silver,Brazil
2755,Aleksey Aleksandrovich Alipov,M,29,175,80,2004,Summer,Shooting,Shooting Men's Trap,Gold,Russia
2755,Aleksey Aleksandrovich Alipov,M,32,175,80,2008,Summer,Shooting,Shooting Men's Trap,Bronze,Russia
2758,Alison Conte Cerutti,M,26,203,106,2012,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver,Brazil
2758,Alison Conte Cerutti,M,30,203,106,2016,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,Brazil
2760,Deji Aliu,M,28,187,75,2004,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Nigeria
2762,Margarita Sergeyevna Aliychuk,F,17,174,48,2008,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,Russia
2849,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,34,163,53,2004,Summer,Triathlon,Triathlon Women's Olympic Distance,Gold,Austria
2850,"Kate Ruth ""Katie"" Allen",F,26,170,65,2000,Summer,Hockey,Hockey Women's Hockey,Gold,Australia
2863,Walter Ray Allen,M,25,192,93,2000,Summer,Basketball,Basketball Men's Basketball,Gold,USA
2874,Wyatt Allen,M,25,193,98,2004,Summer,Rowing,Rowing Men's Coxed Eights,Gold,USA
2874,Wyatt Allen,M,29,193,98,2008,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,USA
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,21,170,59,2000,Summer,Softball,Softball Women's Softball,Bronze,Australia
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,25,170,59,2004,Summer,Softball,Softball Women's Softball,Silver,Australia
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,29,170,59,2008,Summer,Softball,Softball Women's Softball,Bronze,Australia
2877,"Katherine Fiona ""Kate"" Allenby",F,26,177,72,2000,Summer,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze,UK
2930,Carmela Allucci,F,34,167,60,2004,Summer,Water Polo,Water Polo Women's Water Polo,Gold,Italy
2965,"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,29,170,69,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Sweden
3029,Jessica Alonso Bernardo,F,28,172,65,2012,Summer,Handball,Handball Women's Handball,Bronze,Spain
3052,"Mikhail Surenovich ""Misha"" Aloyan",M,23,164,52,2012,Summer,Boxing,Boxing Men's Flyweight,Bronze,Russia
3055,Glory Alozie Oluchi,F,22,155,51,2000,Summer,Athletics,Athletics Women's 100 metres Hurdles,Silver,Nigeria
3069,Thomas Alsgaard (Alsgrd-),M,30,190,82,2002,Winter,Cross Country Skiing,Cross Country Skiing Men's 10/10 kilometres Pursuit,Gold,Norway
3069,Thomas Alsgaard (Alsgrd-),M,30,190,82,2002,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold,Norway
3070,Malin Therse Alshammar,F,23,180,64,2000,Summer,Swimming,Swimming Women's 50 metres Freestyle,Silver,Sweden
3070,Malin Therse Alshammar,F,23,180,64,2000,Summer,Swimming,Swimming Women's 100 metres Freestyle,Silver,Sweden
3070,Malin Therse Alshammar,F,23,180,64,2000,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,Sweden
3077,Ida Alstad,F,27,172,60,2012,Summer,Handball,Handball Women's Handball,Gold,Norway
3077,Ida Alstad,F,31,172,60,2016,Summer,Handball,Handball Women's Handball,Bronze,Norway
3093,Lutz Altepost,M,26,193,92,2008,Summer,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze,Germany
3108,Livia Altmann,F,19,165,64,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Switzerland
3150,"Eduardo C. ""Eddy"" Alvarez",M,24,175,72,2014,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,USA
3174,Lzaro Jorge lvarez Estrada,M,21,173,60,2012,Summer,Boxing,Boxing Men's Bantamweight,Bronze,Cuba
3174,Lzaro Jorge lvarez Estrada,M,25,173,60,2016,Summer,Boxing,Boxing Men's Lightweight,Bronze,Cuba
3227,Thiago Soares Alves,M,25,194,88,2012,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil
3249,Maksim Nikolayevich Alyoshin,M,21,166,63,2000,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze,Russia
3251,Ivan Vladimirovich Alypov,M,23,169,60,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Bronze,Russia
3281,Simona Amnar (-Tabr),F,20,158,44,2000,Summer,Gymnastics,Gymnastics Women's Individual All-Around,Gold,Romania
3281,Simona Amnar (-Tabr),F,20,158,44,2000,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold,Romania
3281,Simona Amnar (-Tabr),F,20,158,44,2000,Summer,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,Romania
3308,Catello Amarante,M,24,177,73,2004,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,Italy
3324,"Pablo ""Pol"" Amat Escud",M,30,183,78,2008,Summer,Hockey,Hockey Men's Hockey,Silver,Spain
3329,Serena Bibiana Amato,F,26,170,63,2000,Summer,Sailing,Sailing Women's One Person Dinghy,Bronze,Argentina
3335,Ivn Amaya Carazo,M,22,188,85,2000,Summer,Football,Football Men's Football,Silver,Spain
3361,"Efetobore ""Efe"" Ambrose Emuobo",M,19,187,70,2008,Summer,Football,Football Men's Football,Silver,Nigeria
3363,Christie Ambrosi,F,23,172,70,2000,Summer,Softball,Softball Women's Softball,Gold,USA
3433,Sbastien Amiez,M,29,180,87,2002,Winter,Alpine Skiing,Alpine Skiing Men's Slalom,Silver,France
3461,Salvatore Amitrano,M,28,184,73,2004,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze,Italy
3472,Simon Ammann,M,20,171,55,2002,Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,Switzerland
3472,Simon Ammann,M,20,171,55,2002,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,Switzerland
3472,Simon Ammann,M,28,171,55,2010,Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold,Switzerland
3472,Simon Ammann,M,28,171,55,2010,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Gold,Switzerland
3491,"Anthony Lewis ""Tony"" Amonte",M,31,183,91,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA
3507,Vanessa Amors Quiles,F,29,165,62,2012,Summer,Handball,Handball Women's Handball,Bronze,Spain
3561,Stanley Amuzie,M,20,171,85,2016,Summer,Football,Football Men's Football,Bronze,Nigeria
3566,An Ba-Ul,M,22,169,66,2016,Summer,Judo,Judo Men's Half-Lightweight,Silver,South Korea
3589,An Jeong-Hwa,F,27,162,62,2008,Summer,Handball,Handball Women's Handball,Bronze,South Korea
3604,Viktor An,M,20,170,65,2006,Winter,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Bronze,South Korea
3604,Viktor An,M,20,170,65,2006,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold,South Korea
3604,Viktor An,M,20,170,65,2006,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold,South Korea
3604,Viktor An,M,20,170,65,2006,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,South Korea
3604,Viktor An,M,28,170,65,2014,Winter,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold,Russia
3604,Viktor An,M,28,170,65,2014,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold,Russia
3604,Viktor An,M,28,170,65,2014,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze,Russia
3604,Viktor An,M,28,170,65,2014,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,Russia
3610,An Yulong,M,23,173,70,2002,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,China
3635,Tatyana Vasilyevna Ananko,F,16,171,52,2000,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,Belarus
3659,Mario Ani,M,20,195,84,2004,Summer,Tennis,Tennis Men's Doubles,Bronze,Croatia
3672,milie Andol,F,28,170,97,2016,Summer,Judo,Judo Women's Heavyweight,Gold,France
3676,"Stefan ""Steve"" Anderhub",M,31,187,104,2002,Winter,Bobsleigh,Bobsleigh Men's Two,Silver,Switzerland
3691,Anne Dsane Andersen,F,23,183,86,2016,Summer,Rowing,Rowing Women's Coxless Pairs,Bronze,Denmark
3701,Camilla Rseler Andersen,F,27,169,65,2000,Summer,Handball,Handball Women's Handball,Gold,Denmark
3756,Kristine Andersen,F,28,172,72,2004,Summer,Handball,Handball Women's Handball,Gold,Denmark
3761,Mads Christian Kruse Andersen,M,30,187,75,2008,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,Denmark
3789,nderson Lus de Abreu Oliveira,M,20,176,77,2008,Summer,Football,Football Men's Football,Bronze,Brazil
3790,Anderson de Oliveira Rodrigues,M,30,190,95,2004,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Brazil
3790,Anderson de Oliveira Rodrigues,M,34,190,95,2008,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil
3792,Alyssa Jean Anderson,F,21,173,64,2012,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,USA
3793,Andrea Arlene Anderson (-Bolder),F,22,164,61,2000,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,USA
3797,Brett Franklin Anderson,M,20,193,104,2008,Summer,Baseball,Baseball Men's Baseball,Bronze,USA
3803,Craig Anthony Anderson,M,23,187,86,2004,Summer,Baseball,Baseball Men's Baseball,Silver,Australia
3820,Haley Danita Anderson,F,20,178,68,2012,Summer,Swimming,Swimming Women's 10 kilometres Open Water,Silver,USA
3823,Jamie Louise Anderson,F,23,160,54,2014,Winter,Snowboarding,Snowboarding Women's Slopestyle,Gold,USA
3824,Jasey-Jay Anderson,M,34,178,80,2010,Winter,Snowboarding,Snowboarding Men's Parallel Giant Slalom,Gold,Canada
3845,"Matthew John ""Matt"" Anderson",M,29,202,100,2016,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,USA
3889,Anna Christina Andersson,F,20,169,63,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Sweden
3903,Cecilia Christine Elisabeth Andersson,F,23,179,74,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,Sweden
3920,Gunilla Victoria Andersson,F,26,169,69,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Sweden
3920,Gunilla Victoria Andersson,F,30,169,69,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,Sweden
3936,Jonna Andersson,F,23,167,61,2016,Summer,Football,Football Women's Football,Silver,Sweden
3939,Kim Verner Andersson,M,29,200,105,2012,Summer,Handball,Handball Men's Handball,Silver,Sweden
3951,Lina Marie Andersson,F,24,158,58,2006,Winter,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold,Sweden
3954,Per Magnus Andersson,M,34,180,80,2000,Summer,Handball,Handball Men's Handball,Silver,Sweden
3959,Erik Mattias Andersson,M,34,186,95,2012,Summer,Handball,Handball Men's Handball,Silver,Sweden
4014,Kozue Ando,F,30,164,57,2012,Summer,Football,Football Women's Football,Silver,Japan
4018,Misako Ando,F,29,163,60,2000,Summer,Softball,Softball Women's Softball,Silver,Japan
4021,Yuya Ando,M,26,183,89,2004,Summer,Baseball,Baseball Men's Baseball,Bronze,Japan
4085,Gunn Margit Aas Andreassen,F,28,177,60,2002,Winter,Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,Silver,Norway
4101,Andria Suntaque,F,26,175,65,2004,Summer,Football,Football Women's Football,Silver,Brazil
4101,Andria Suntaque,F,30,175,65,2008,Summer,Football,Football Women's Football,Silver,Brazil
4124,Frode Andresen,M,28,191,76,2002,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Norway
4124,Frode Andresen,M,32,191,76,2006,Winter,Biathlon,Biathlon Men's 10 kilometres Sprint,Bronze,Norway
4161,Scott Andrews,M,24,175,85,2014,Winter,Curling,Curling Men's Curling,Silver,UK
4179,Vladimir Vasilyevich Andreyev,M,34,170,58,2000,Summer,Athletics,Athletics Men's 20 kilometres Walk,Bronze,Russia
4207,Michel Andrieux,M,33,192,92,2000,Summer,Rowing,Rowing Men's Coxless Pairs,Gold,France
4211,Valeriy Oleksandrovych Andriitsev,M,25,181,97,2012,Summer,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,Ukraine
4240,Yekaterina Sergeyevna Andryushina,F,22,185,70,2008,Summer,Handball,Handball Women's Handball,Silver,Russia
4243,Robert Sebastian Andrzejuk,M,33,179,75,2008,Summer,Fencing,"Fencing Men's epee, Team",Silver,Poland
4256,Matteo Anesi,M,21,185,81,2006,Winter,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Gold,Italy
4320,Nadine Marejke Angerer,F,29,174,70,2008,Summer,Football,Football Women's Football,Bronze,Germany
4322,Tobias Angerer,M,24,179,72,2002,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,Germany
4322,Tobias Angerer,M,28,179,72,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,Bronze,Germany
4322,Tobias Angerer,M,28,179,72,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver,Germany
4322,Tobias Angerer,M,32,179,72,2010,Winter,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Silver,Germany
4356,Miguel ngel Angulo Valderrey,M,23,175,70,2000,Summer,Football,Football Men's Football,Silver,Spain
4369,Victor Chinedu Anichebe,M,20,192,94,2008,Summer,Football,Football Men's Football,Silver,Nigeria
4374,Yekaterina Yevgenyevna Anikeyeva,F,31,178,63,2000,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Russia
4392,Marina Vyacheslavovna Anissina (-Dzhigurda),F,26,162,52,2002,Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Gold,France
